,Year,Ethnicity,Gender,Protected_7,Protected_6,Protected_8,Athlete,Program,Protected_5,Next_Fall_Not_Discontinued,Four_Year_Not_Discontinued,Four_Year_Completed,Six_Year_Completed
1610,2019-20,White,Male,0,11.54646662,0,Not an Athlete,Computer Science,97,0,1,0,0
1611,2019-20,White,Male,0,8.534246946,1,Football,Engineering,51,1,1,0,0
1612,2019-20,Two or more races,Male,1,9.501665799,0,Not an Athlete,Engineering,88,1,1,0,0
1613,2019-20,Hispanic,Female,0,11.84741717,0,Not an Athlete,Art & Design,100,1,1,0,0
1614,2019-20,White,Male,0,10.26357168,0,Soccer,Undeclared,34,1,1,0,0
1615,2019-20,Hispanic,Female,1,0,1,Not an Athlete,Spanish,37,1,1,0,0
1616,2019-20,Asian,Female,1,0,1,Not an Athlete,Nursing,18,1,1,0,0
1617,2019-20,White,Female,0,9.06762407,0,Not an Athlete,Undergrad Teacher Education,69,0,1,0,0
1618,2019-20,White,Female,0,8.783242964,0,Not an Athlete,English,36,1,1,0,0
1619,2019-20,White,Male,0,9.702350081,0,Not an Athlete,Biology,84,1,1,0,0
1620,2019-20,Two or more races,Female,0,8.17159948,1,Not an Athlete,Art & Design,69,0,1,0,0
1621,2019-20,Unknown Race and Ethnicity,Female,0,4.605170186,1,Not an Athlete,Undeclared,69,1,1,0,0
1622,2019-20,White,Male,0,12.50000266,0,Not an Athlete,Biblical Studies,61,1,1,0,0
1623,2019-20,White,Male,0,12.50000266,0,Not an Athlete,Undeclared,69,1,1,0,0
1624,2019-20,White,Male,0,12.50000266,0,Baseball,Undeclared,26,0,1,0,0
1625,2020-21,White,Male,0,7.899524472,1,Not an Athlete,Cinematic Arts,25,1,1,0,0
1626,2020-21,White,Female,0,8.667507952,0,Not an Athlete,Psychology,43,1,1,0,0
1627,2020-21,White,Female,0,8.491875383,1,Not an Athlete,Art & Design,86,1,1,0,0
1628,2020-21,White,Male,0,11.66137133,0,Not an Athlete,Engineering,62,1,1,0,0
1629,2020-21,White,Female,0,9.005036739,0,Swimming,Biology,69,1,1,0,0
1630,2020-21,Two or more races,Male,0,11.30335192,0,Not an Athlete,Engineering,49,1,1,0,0
1631,2020-21,White,Female,0,10.30196161,0,Not an Athlete,Health & Human Performance,78,1,1,0,0
1632,2020-21,White,Female,0,11.3682349,0,Not an Athlete,Honors Program,78,1,1,0,0
1633,2020-21,White,Male,0,9.134538659,0,Not an Athlete,Engineering,84,1,1,0,0
1634,2020-21,Hispanic,Female,1,0,1,Not an Athlete,Sociology,23,1,1,0,0
1635,2020-21,White,Female,0,11.02369824,0,Volleyball,Undergrad Teacher Education,40,1,1,0,0
1636,2020-21,White,Female,0,10.12579075,0,Not an Athlete,Honors Program,72,1,1,0,0
1637,2020-21,White,Female,0,9.770527425,0,Not an Athlete,Psychology,78,1,1,0,0
1638,2020-21,White,Female,0,10.10344436,0,Not an Athlete,Biology,72,1,1,0,0
1639,2020-21,Hispanic,Female,0,8.043984431,1,Not an Athlete,Biology,69,1,1,0,0
1640,2020-21,Hispanic,Female,1,9.803390936,0,Not an Athlete,Nursing,67,1,1,0,0
1641,2020-21,White,Female,0,10.25425005,0,Not an Athlete,English,100,1,1,0,0
1642,2020-21,Asian,Female,1,4.094344562,1,Not an Athlete,Psychology,40,1,1,0,0
1643,2020-21,Unknown Race and Ethnicity,Male,1,7.788211558,1,Not an Athlete,Engineering,77,1,1,0,0
1644,2020-21,White,Female,0,8.958668737,0,Not an Athlete,Art & Design,80,1,1,0,0
1645,2020-21,White,Female,0,10.09290885,0,Two or more sports,Health & Human Performance,85,1,1,0,0
1646,2020-21,White,Female,0,11.58576692,0,Lacrosse,Psychology,74,1,1,0,0
1647,2020-21,Two or more races,Male,0,10.08062905,0,Not an Athlete,Theatre,62,1,1,0,0
1648,2020-21,Black or African American,Male,0,9.078179468,0,Not an Athlete,Nursing,64,1,1,0,0
1649,2020-21,White,Male,0,7.58781722,1,Two or more sports,Engineering,99,1,1,0,0
1650,2020-21,Hispanic,Male,1,0,1,Soccer,Business,78,1,1,0,0
1651,2020-21,White,Female,0,0,1,Two or more sports,Nursing,30,1,1,0,0
1652,2020-21,White,Female,0,0,1,Not an Athlete,Honors Program,87,1,1,0,0
1653,2020-21,Hispanic,Female,0,10.09270197,0,Not an Athlete,Undeclared,85,1,1,0,0
1654,2020-21,White,Female,0,10.59230035,0,Not an Athlete,Nursing,18,1,1,0,0
1655,2020-21,Hispanic,Male,0,9.936196727,0,Not an Athlete,Engineering,38,1,1,0,0
1656,2020-21,Black or African American,Female,1,7.69211334,1,Lacrosse,Biology,60,1,1,0,0
1657,2020-21,Hispanic,Female,0,10.4005286,0,Not an Athlete,Honors Program,91,1,1,0,0
1658,2020-21,White,Female,0,10.82665459,0,Not an Athlete,Cinematic Arts,72,1,1,0,0
1659,2020-21,White,Female,0,10.51945667,0,Not an Athlete,Nursing,47,1,1,0,0
1660,2020-21,White,Female,0,7.406103381,1,Soccer,Biology,84,1,1,0,0
1661,2020-21,White,Female,0,7.993957548,1,Not an Athlete,Nursing,27,1,1,0,0
1662,2020-21,White,Male,0,11.47742263,0,Baseball,Business,74,1,1,0,0
1663,2020-21,White,Male,0,10.2581154,0,Not an Athlete,Business,62,1,1,0,0
1664,2020-21,White,Female,0,12.07119177,0,Not an Athlete,Undeclared,78,1,1,0,0
1665,2020-21,White,Female,0,10.51891641,0,Not an Athlete,Biology,83,1,1,0,0
1666,2020-21,White,Male,1,8.523970176,1,Not an Athlete,Undeclared,82,1,1,0,0
1667,2020-21,Two or more races,Female,0,9.593355351,0,Basketball,Biology,36,1,1,0,0
1668,2020-21,White,Female,0,6.958448393,1,Not an Athlete,Biology,80,1,1,0,0
1669,2020-21,Asian,Female,0,9.192380047,0,Not an Athlete,Chemistry,81,1,1,0,0
1670,2020-21,White,Female,0,9.369904942,0,Golf,Communication,69,1,1,0,0
1671,2020-21,White,Female,0,11.14058561,0,Not an Athlete,Psychology,69,1,1,0,0
1672,2020-21,Unknown Race and Ethnicity,Male,0,10.41643093,0,Two or more sports,Business,77,1,1,0,0
1673,2020-21,Two or more races,Male,0,9.368198457,0,Football,Health & Human Performance,62,1,1,0,0
1674,2020-21,Hispanic,Female,0,10.7164823,0,Not an Athlete,Nursing,57,1,1,0,0
1675,2020-21,White,Male,0,11.38782699,0,Not an Athlete,Undeclared,70,1,1,0,0
1676,2020-21,Hispanic,Male,0,10.08305532,0,Soccer,Engineering,42,1,1,0,0
1677,2020-21,White,Female,0,0,1,Not an Athlete,Nursing,57,1,1,0,0
1678,2020-21,White,Male,0,4.564348191,1,Tennis,Biology,74,1,1,0,0
1679,2020-21,White,Female,0,12.50000266,0,Not an Athlete,Art & Design,93,1,1,0,0
1680,2020-21,White,Female,0,12.50000266,0,Soccer,Nursing,99,1,1,0,0
1681,2020-21,White,Male,0,12.50000266,0,Not an Athlete,Undeclared,74,1,1,0,0
1682,2020-21,White,Male,0,12.50000266,0,Football,Business,99,1,1,0,0
1683,2020-21,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,69,1,1,0,0
1684,2012-13,White,Male,0,9.823415678,0,Not an Athlete,Engineering,99,1,1,1,1
1685,2012-13,White,Female,0,7.940227765,1,Not an Athlete,Biology,79,0,0,0,0
1686,2012-13,White,Female,0,10.09720229,0,Not an Athlete,International Studies,82,0,0,0,0
1687,2012-13,White,Male,0,7.985824666,1,Not an Athlete,Computer Science,70,1,1,1,1
1688,2012-13,White,Male,0,8.147577736,1,Not an Athlete,Undeclared,44,1,0,0,0
1689,2012-13,Hispanic,Female,0,10.68304176,0,Softball,Athletic Training,79,1,1,1,1
1690,2012-13,White,Male,0,9.202207389,0,Not an Athlete,Politics,76,1,1,1,1
1691,2012-13,White,Female,1,8.560061092,0,Not an Athlete,International Studies,67,1,0,0,0
1692,2012-13,White,Female,0,9.3384697,0,Not an Athlete,Biblical Studies,95,1,1,1,1
1693,2012-13,White,Female,0,9.780302452,0,Not an Athlete,Mathematics,83,1,0,0,0
1694,2012-13,White,Female,1,8.815963561,0,Not an Athlete,Business,95,1,1,1,1
1695,2012-13,White,Female,0,8.683893367,0,Not an Athlete,Communication,74,1,0,0,0
1696,2012-13,White,Female,1,10.23070279,0,Basketball,Business,87,1,1,1,1
1697,2012-13,White,Female,1,7.976938757,1,Not an Athlete,Politics,70,1,1,1,1
1698,2012-13,White,Female,0,9.478457289,0,Not an Athlete,Undeclared,79,1,1,1,1
1699,2012-13,White,Female,0,10.59583441,0,Not an Athlete,Communication,99,1,1,1,1
1700,2012-13,Asian,Female,0,9.899027622,0,Not an Athlete,Nursing,87,1,1,1,1
1701,2012-13,White,Female,1,0,1,Softball,Biology,79,1,1,1,1
1702,2012-13,White,Male,0,10.19809559,0,Not an Athlete,Psychology,44,1,1,1,1
1703,2012-13,White,Male,0,7.412764017,1,Not an Athlete,Biblical Studies,57,0,0,0,0
1704,2012-13,White,Female,1,0,1,Not an Athlete,Undergrad Teacher Education,72,1,1,1,1
1705,2012-13,White,Female,0,9.953705269,0,Not an Athlete,Psychology,94,1,1,1,1
1706,2012-13,White,Female,0,7.283448229,1,Not an Athlete,Biology,86,1,1,1,1
1707,2012-13,Two or more races,Female,0,10.91283137,0,Not an Athlete,Nursing,47,1,0,0,0
1708,2012-13,Hispanic,Female,1,7.773594467,1,Not an Athlete,Spanish,87,1,1,0,1
1709,2012-13,White,Male,1,0,1,Not an Athlete,Business,46,1,0,0,0
1710,2012-13,White,Male,0,10.92193768,0,Not an Athlete,Engineering,95,1,1,1,1
1711,2012-13,Two or more races,Female,0,0,1,Softball,Sociology,91,1,0,0,0
1712,2012-13,White,Male,0,8.719317376,0,Not an Athlete,Spanish,74,1,1,0,1
1713,2012-13,White,Male,0,7.136483209,1,Not an Athlete,Computer Science,99,1,0,0,0
1714,2012-13,White,Female,1,0,1,Not an Athlete,Undergrad Teacher Education,73,0,0,0,0
1715,2012-13,White,Female,0,9.004545459,0,Not an Athlete,Communication,53,1,1,1,1
1716,2012-13,White,Male,0,7.478734826,1,Not an Athlete,Undeclared,60,1,0,0,0
1717,2012-13,White,Female,0,9.046055178,0,Not an Athlete,Engineering,97,1,1,0,1
1718,2012-13,White,Female,0,7.878155337,1,Basketball,Undeclared,62,1,1,1,1
1719,2012-13,Hispanic,Female,1,0,1,Not an Athlete,Undeclared,23,0,0,0,0
1720,2012-13,Hispanic,Female,0,8.840290669,0,Not an Athlete,Biology,29,1,0,0,0
1721,2012-13,White,Female,0,4.094344562,1,Not an Athlete,Engineering,88,1,1,1,1
1722,2012-13,White,Female,0,10.09757298,0,Not an Athlete,Nursing,79,1,1,1,1
1723,2012-13,White,Male,0,7.698482788,1,Not an Athlete,Computer Science,42,1,1,0,1
1724,2012-13,Two or more races,Female,0,8.381373468,1,Not an Athlete,Art & Design,72,1,1,1,1
1725,2012-13,White,Female,1,9.40244723,0,Not an Athlete,Nursing,44,0,0,0,0
1726,2012-13,White,Female,0,10.04918835,0,Not an Athlete,Undeclared,97,1,1,1,1
1727,2012-13,White,Male,1,0,1,Not an Athlete,Undeclared,48,1,1,1,1
1728,2012-13,White,Female,0,0,1,Not an Athlete,Communication,62,1,1,1,1
1729,2012-13,White,Male,1,0,1,Not an Athlete,Business,26,1,0,0,0
1730,2012-13,White,Female,1,0,1,Basketball,Nursing,79,1,1,1,1
1731,2012-13,Black or African American,Male,0,7.77443551,1,Not an Athlete,Undeclared,41,1,1,1,1
1732,2012-13,White,Female,0,9.655795128,0,Not an Athlete,English,96,1,1,1,1
1733,2012-13,White,Male,0,11.24376415,0,Not an Athlete,Health & Human Performance,55,1,0,0,0
1734,2012-13,White,Male,0,8.233768709,1,Not an Athlete,Undeclared,94,1,1,1,1
1735,2012-13,White,Female,0,10.28592283,0,Not an Athlete,English,68,1,1,1,1
1736,2012-13,White,Female,0,9.099855639,0,Not an Athlete,Psychology,62,1,1,0,1
1737,2012-13,White,Male,0,10.55351844,0,Not an Athlete,History,89,1,1,1,1
1738,2012-13,Unknown Race and Ethnicity,Female,0,9.457903328,0,Not an Athlete,Art & Design,69,0,0,0,0
1739,2012-13,Hispanic,Female,0,10.17576407,0,Softball,Psychology,60,1,1,1,1
1740,2012-13,Black or African American,Male,1,0,1,Not an Athlete,Engineering,33,1,1,0,0
1741,2012-13,White,Male,0,12.50000266,0,Not an Athlete,Undeclared,28,1,0,0,0
1742,2012-13,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,93,1,1,0,1
1743,2012-13,White,Female,0,12.50000266,0,Not an Athlete,Art & Design,95,1,1,1,1
1744,2013-14,White,Male,0,9.015055149,0,Track (Outdoor),Health & Human Performance,83,1,1,1,1
1745,2013-14,White,Male,0,0,1,Not an Athlete,Engineering,51,1,0,0,0
1746,2013-14,White,Female,0,8.636752426,0,Not an Athlete,Politics,98,1,1,1,1
1747,2013-14,White,Female,1,9.720165495,0,Not an Athlete,Athletic Training,51,0,0,0,0
1748,2013-14,White,Male,0,0,1,Not an Athlete,Business,47,0,0,0,0
1749,2013-14,Hispanic,Male,1,10.35421279,0,Football,Business,34,1,1,1,1
1750,2013-14,White,Male,0,11.21706336,0,Football,Biology,65,1,1,1,1
1751,2013-14,White,Male,0,6.685860947,1,Not an Athlete,Biology,70,0,0,0,0
1752,2013-14,White,Female,0,9.768412111,0,Not an Athlete,Business,90,1,1,1,1
1753,2013-14,White,Female,1,8.586719254,0,Not an Athlete,Undeclared,98,1,1,1,1
1754,2013-14,White,Male,0,8.553717966,0,Not an Athlete,Art & Design,62,1,1,1,1
1755,2013-14,White,Female,0,8.482808765,1,Not an Athlete,Undergrad Teacher Education,88,1,1,1,1
1756,2013-14,White,Female,0,9.013960458,0,Not an Athlete,Communication,97,1,1,1,1
1757,2013-14,Two or more races,Female,0,11.3702553,0,Two or more sports,Athletic Training,99,1,1,1,1
1758,2013-14,White,Female,1,9.07760866,0,Not an Athlete,Athletic Training,68,1,1,1,1
1759,2013-14,White,Female,1,7.408530567,1,Not an Athlete,Nursing,36,1,1,0,0
1760,2013-14,White,Female,0,7.750614733,1,Not an Athlete,Music,57,1,0,0,0
1761,2013-14,White,Male,1,9.67821674,0,Not an Athlete,Engineering,87,1,1,1,1
1762,2013-14,White,Male,1,8.70417056,0,Not an Athlete,Politics,85,1,1,0,0
1763,2013-14,White,Female,0,9.819725436,0,Not an Athlete,Psychology,73,1,1,1,1
1764,2013-14,White,Male,0,8.609042845,0,Not an Athlete,Computer Science,98,1,1,1,1
1765,2013-14,White,Male,1,9.176369852,0,Not an Athlete,Cinematic Arts,73,1,1,1,1
1766,2013-14,Hispanic,Male,0,9.710509416,0,Football,Business,62,1,1,0,1
1767,2013-14,Asian,Female,1,0,1,Not an Athlete,Psychology,16,1,0,0,0
1768,2013-14,Hispanic,Male,1,0,1,Not an Athlete,Nursing,65,0,0,0,0
1769,2013-14,White,Female,0,9.721965676,0,Not an Athlete,Psychology,51,1,1,1,1
1770,2013-14,White,Male,0,10.40928053,0,Two or more sports,Engineering,95,1,1,1,1
1771,2013-14,White,Female,0,0,1,Not an Athlete,Nursing,47,0,0,0,0
1772,2013-14,White,Male,0,6.997595983,1,Not an Athlete,Health & Human Performance,64,0,0,0,0
1773,2013-14,Two or more races,Male,0,10.61832284,0,Not an Athlete,Engineering,74,1,1,1,1
1774,2013-14,White,Female,0,10.10049245,0,Not an Athlete,Spanish,93,1,1,1,1
1775,2013-14,White,Female,0,7.097548851,1,Two or more sports,Art & Design,68,1,1,1,1
1776,2013-14,White,Female,1,9.334856247,0,Not an Athlete,Cinematic Arts,83,1,1,1,1
1777,2013-14,White,Male,0,0,1,Not an Athlete,Undeclared,82,0,0,0,0
1778,2013-14,White,Male,0,3.737669618,1,Football,Athletic Training,53,1,0,0,0
1779,2013-14,White,Female,0,9.663515696,0,Not an Athlete,Nursing,74,1,1,1,1
1780,2013-14,White,Male,0,4.382026635,1,Not an Athlete,Engineering,83,1,1,1,1
1781,2013-14,White,Female,0,10.21705665,0,Lacrosse,Health & Human Performance,62,1,1,1,1
1782,2013-14,Black or African American,Female,0,0,1,Not an Athlete,Engineering,79,1,1,1,1
1783,2013-14,White,Male,1,9.732817848,0,Not an Athlete,Health & Human Performance,87,1,1,1,1
1784,2013-14,White,Female,0,8.665095821,0,Not an Athlete,Communication,79,1,1,1,1
1785,2013-14,White,Male,0,10.02326859,0,Not an Athlete,Engineering,79,1,1,1,1
1786,2013-14,White,Male,0,9.857810039,0,Baseball,Business,87,1,1,1,1
1787,2013-14,White,Male,0,9.882263916,0,Not an Athlete,Undeclared,96,1,1,1,1
1788,2013-14,Two or more races,Male,0,8.870101049,0,Not an Athlete,Health & Human Performance,99,1,1,1,1
1789,2013-14,White,Male,0,11.32266044,0,Not an Athlete,Athletic Training,62,0,0,0,0
1790,2013-14,White,Female,0,10.28684338,0,Track (Outdoor),Biology,98,1,1,1,1
1791,2013-14,White,Female,1,10.52832913,0,Not an Athlete,History,68,1,1,1,1
1792,2013-14,White,Female,1,0,1,Not an Athlete,Psychology,57,1,1,1,1
1793,2013-14,White,Male,0,10.61942309,0,Not an Athlete,Mathematics,98,1,0,0,0
1794,2013-14,White,Female,0,8.806723555,0,Not an Athlete,Music,68,1,1,0,1
1795,2013-14,White,Female,0,10.68697805,0,Not an Athlete,Biochemistry,74,1,1,0,1
1796,2013-14,Hispanic,Male,0,7.573017256,1,Two or more sports,Engineering,81,1,1,1,1
1797,2013-14,White,Male,1,10.03666263,0,Baseball,Undeclared,38,0,0,0,0
1798,2013-14,White,Female,0,9.124455633,0,Basketball,Nursing,57,1,1,1,1
1799,2013-14,White,Male,0,10.35733004,0,Not an Athlete,Engineering,81,1,1,1,1
1800,2013-14,Hispanic,Female,0,7.119635638,1,Not an Athlete,Cinematic Arts,95,1,1,1,1
1801,2013-14,Asian,Female,0,9.063463176,0,Not an Athlete,Business,51,1,1,1,1
1802,2013-14,White,Male,0,9.563107691,0,Not an Athlete,Engineering,34,0,0,0,0
1803,2013-14,White,Female,0,9.695417326,0,Not an Athlete,Undergrad Teacher Education,23,1,0,0,0
1804,2013-14,White,Female,0,0,1,Not an Athlete,Cinematic Arts,99,1,1,1,1
1805,2013-14,White,Female,1,10.0505273,0,Volleyball,Business,26,1,1,1,1
1806,2013-14,White,Male,0,9.639912555,0,Two or more sports,Undeclared,14,1,1,0,1
1807,2013-14,White,Female,0,7.469083885,1,Not an Athlete,Biblical Studies,70,0,0,0,0
1808,2013-14,White,Male,1,0,1,Football,Business,38,1,1,0,0
1809,2013-14,White,Female,0,7.166265974,1,Not an Athlete,Music,72,1,1,1,1
1810,2013-14,White,Female,0,6.350885717,1,Not an Athlete,Undeclared,28,1,1,0,1
1811,2013-14,Unknown Race and Ethnicity,Male,1,8.651374373,0,Football,Health & Human Performance,41,1,1,1,1
1812,2013-14,White,Female,0,12.50000266,0,Not an Athlete,Undergrad Social Work,28,1,1,1,1
1813,2013-14,Hispanic,Male,0,12.50000266,0,Not an Athlete,Engineering,74,1,1,1,1
1814,2013-14,White,Female,0,12.50000266,0,Not an Athlete,Music,36,1,0,0,0
1815,2010-11,White,Female,0,4.543294782,1,Not an Athlete,Biology,68,1,0,0,0
1816,2010-11,White,Female,1,0,1,Not an Athlete,Undeclared,78,1,1,1,1
1817,2010-11,White,Male,0,11.10782529,0,Not an Athlete,Undeclared,36,1,0,0,0
1818,2010-11,White,Female,0,10.10135432,0,Not an Athlete,Biology,51,1,1,1,1
1819,2010-11,White,Male,0,10.93939076,0,Not an Athlete,Engineering,96,1,1,1,1
1820,2010-11,White,Female,0,10.07099154,0,Not an Athlete,Undeclared,49,0,0,0,0
1821,2010-11,Unknown Race and Ethnicity,Male,0,9.887815383,0,Golf,Engineering,68,1,1,0,1
1822,2010-11,White,Female,0,10.36741023,0,Not an Athlete,Undergrad Social Work,96,0,0,0,0
1823,2010-11,Asian,Male,0,11.43117296,0,Not an Athlete,Engineering,93,1,1,1,1
1824,2010-11,Two or more races,Male,0,9.593014392,0,Soccer,Engineering,60,1,1,0,1
1825,2010-11,White,Female,0,0,1,Not an Athlete,Undergrad Teacher Education,77,1,0,0,0
1826,2010-11,White,Male,0,3.044522438,1,Not an Athlete,Cinematic Arts,94,1,1,1,1
1827,2010-11,White,Female,0,0,1,Not an Athlete,Undeclared,48,1,1,1,1
1828,2010-11,Hispanic,Male,1,6.981005741,1,Not an Athlete,Undeclared,87,1,0,0,0
1829,2010-11,White,Female,1,10.66134511,0,Not an Athlete,English,67,1,1,1,1
1830,2010-11,White,Male,0,6.795705775,1,Not an Athlete,Engineering,59,0,0,0,0
1831,2010-11,White,Male,0,8.767329148,0,Not an Athlete,Art & Design,77,1,1,1,1
1832,2010-11,White,Male,0,0,1,Not an Athlete,Engineering,40,1,0,0,0
1833,2010-11,White,Female,1,0,1,Not an Athlete,Undeclared,68,1,1,0,1
1834,2010-11,Two or more races,Male,1,0,1,Not an Athlete,Biblical Studies,96,1,1,1,1
1835,2010-11,White,Female,0,9.42682178,0,Softball,Athletic Training,68,1,1,1,1
1836,2010-11,White,Male,0,8.050384453,1,Baseball,Biblical Studies,55,0,0,0,0
1837,2010-11,White,Female,0,9.156939595,0,Not an Athlete,Business,74,1,0,0,0
1838,2010-11,White,Male,0,7.821643126,1,Not an Athlete,Engineering,99,1,1,1,1
1839,2010-11,Unknown Race and Ethnicity,Male,1,8.037220031,1,Track (Outdoor),Business,77,1,1,1,1
1840,2010-11,White,Female,0,7.707512195,1,Not an Athlete,Undeclared,16,1,1,1,1
1841,2010-11,White,Female,0,8.813438495,0,Not an Athlete,Nursing,74,1,1,1,1
1842,2010-11,White,Male,0,9.441452093,0,Not an Athlete,Chemistry,95,1,1,1,1
1843,2010-11,Hispanic,Female,1,9.109856833,0,Not an Athlete,Nursing,79,1,1,1,1
1844,2010-11,White,Male,1,10.68793689,0,Baseball,Chemistry,93,1,1,1,1
1845,2010-11,White,Male,0,9.624038165,0,Not an Athlete,Health & Human Performance,51,1,1,1,1
1846,2010-11,Black or African American,Female,0,8.768574284,0,Not an Athlete,Nursing,41,0,0,0,0
1847,2010-11,White,Male,0,9.114490046,0,Not an Athlete,Nursing,99,1,1,1,1
1848,2010-11,White,Female,0,9.194414221,0,Not an Athlete,Nursing,17,1,1,1,1
1849,2010-11,Asian,Female,1,10.17351469,0,Not an Athlete,Undeclared,46,1,0,0,0
1850,2010-11,White,Female,0,9.653550746,0,Not an Athlete,International Studies,72,1,1,1,1
1851,2010-11,White,Male,1,11.0329523,0,Soccer,Business,67,1,1,1,1
1852,2010-11,White,Female,0,9.448490755,0,Not an Athlete,Business,95,1,1,0,1
1853,2010-11,White,Female,0,8.581106517,0,Not an Athlete,Theatre,68,1,0,0,0
1854,2010-11,White,Female,1,9.066700922,0,Not an Athlete,Communication,82,0,0,0,0
1855,2010-11,White,Male,1,9.600962533,0,Not an Athlete,Biology,41,1,1,0,1
1856,2010-11,White,Female,0,9.621986339,0,Not an Athlete,Art & Design,98,0,0,0,0
1857,2010-11,White,Female,0,8.975377244,0,Not an Athlete,Nursing,55,1,1,1,1
1858,2010-11,White,Male,0,8.527737405,1,Not an Athlete,Biblical Studies,95,1,1,1,1
1859,2010-11,Two or more races,Male,1,7.770645234,1,Not an Athlete,Psychology,44,1,1,1,1
1860,2010-11,Hispanic,Female,0,9.671870704,0,Not an Athlete,Engineering,65,1,1,1,1
1861,2010-11,White,Male,0,6.759255271,0,Not an Athlete,Cinematic Arts,99,0,0,0,0
1862,2010-11,White,Female,0,10.1870863,0,Not an Athlete,Art & Design,83,1,1,1,1
1863,2010-11,Hispanic,Female,0,11.47415345,0,Softball,Chemistry,51,0,0,0,0
1864,2010-11,White,Female,0,8.114623886,1,Not an Athlete,Music,93,1,1,1,1
1865,2010-11,Asian,Female,0,7.267525428,1,Not an Athlete,Biblical Studies,33,1,1,1,1
1866,2010-11,White,Male,0,8.663196486,0,Not an Athlete,Engineering,92,1,1,1,1
1867,2010-11,White,Male,0,9.220092663,0,Track (Outdoor),Engineering,78,1,1,1,1
1868,2010-11,White,Male,0,8.787830829,0,Track (Outdoor),Business,87,1,1,1,1
1869,2010-11,Hispanic,Female,1,8.432724035,1,Not an Athlete,Nursing,82,1,1,1,1
